,date,time,venue,attendance,duration,time_of_day,winner,winning_name,winning_abbr,losing_name,losing_abbr,away_at_bats,away_runs,away_hits,away_rbi,away_earned_runs,away_bases_on_balls,away_strikeouts,away_plate_appearances,away_batting_average,away_on_base_percentage,away_slugging_percentage,away_on_base_plus,away_pitches,away_strikes,away_win_probability_for_offensive_player,away_average_leverage_index,away_win_probability_added,away_win_probability_subtracted,away_base_out_runs_added,away_putouts,away_assists,away_innings_pitched,away_home_runs,away_strikes_by_contact,away_strikes_swinging,away_strikes_looking,away_grounded_balls,away_fly_balls,away_line_drives,away_unknown_bat_type,away_game_score,away_inherited_runners,away_inherited_score,away_win_probability_by_pitcher,away_base_out_runs_saved,home_at_bats,home_runs,home_hits,home_rbi,home_earned_runs,home_bases_on_balls,home_strikeouts,home_plate_appearances,home_batting_average,home_on_base_percentage,home_slugging_percentage,home_on_base_plus,home_pitches,home_strikes,home_win_probability_for_offensive_player,home_average_leverage_index,home_win_probability_added,home_win_probability_subtracted,home_base_out_runs_added,home_putouts,home_assists,home_innings_pitched,home_home_runs,home_strikes_by_contact,home_strikes_swinging,home_strikes_looking,home_grounded_balls,home_fly_balls,home_line_drives,home_unknown_bat_type,home_game_score,home_inherited_runners,home_inherited_score,home_win_probability_by_pitcher,home_base_out_runs_saved
HOU/HOU196205240,"Thursday, May 24, 1962",,Colt Stadium,8570,2:51,Night,Away,Cincinnati Reds,CIN,Houston Colt .45s,HOU,40,5,14,5,5.0,1,9,42,0.35,0.366,0.525,0.891,,,0.123,1.0,0.573,-0.45,0.8,27,16,9.0,0,,,,,,,,76,,,0.376,4.2,29,0,6,0,0.0,4,5,33,0.207,0.303,0.276,0.579,,,-0.376,0.65,0.379,-0.754,-4.2,27,9,9.0,1,,,,,,,,46,4,0,-0.123,-0.8
HOU/HOU196205250,"Friday, May 25, 1962",,Colt Stadium,11350,3:51,Night,Away,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,44,4,8,3,2.77,6,8,50,0.182,0.28,0.273,0.553,,,-0.225,1.51,1.413,-1.638,-2.1,39,16,13.0,1,,,,,,,,50,5,1,0.727,3.1,47,3,10,3,2.08,7,7,56,0.213,0.327,0.277,0.604,,,-0.726,1.77,0.828,-1.555,-3.1,39,19,13.0,0,,,,,,,,56,2,2,0.226,2.1
HOU/HOU196205260,"Saturday, May 26, 1962",,Colt Stadium,13909,2:01,Night,Home,Houston Colt .45s,HOU,Pittsburgh Pirates,PIT,30,0,3,0,0.0,0,6,30,0.1,0.1,0.1,0.2,,,-0.53,0.75,0.043,-0.572,-4.2,24,13,8.0,0,,,,,,,,54,0,0,0.029,1.7,28,2,7,2,2.25,4,2,33,0.25,0.364,0.25,0.614,,,-0.028,0.8,0.39,-0.419,-1.7,27,15,9.0,0,,,,,,,,87,,,0.528,4.2
HOU/HOU196205270,"Sunday, May 27, 1962",,Colt Stadium,11793,2:12,Day,Away,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,35,7,9,3,2.0,2,7,38,0.257,0.297,0.257,0.554,,,0.457,0.93,0.843,-0.387,2.8,27,10,9.0,0,,,,,,,,70,,,0.044,2.2,33,2,8,2,1.0,0,5,34,0.242,0.242,0.303,0.545,,,-0.044,0.76,0.519,-0.56,-2.2,27,9,9.0,0,,,,,,,,45,0,0,-0.456,-2.8
CIN/CIN196205280,"Monday, May 28, 1962",,Crosley Field,8979,2:29,Night,Home,Cincinnati Reds,CIN,Houston Colt .45s,HOU,38,6,11,6,6.0,1,3,40,0.289,0.325,0.421,0.746,,,-0.166,0.37,0.132,-0.296,1.3,24,10,8.0,2,,,,,,,,29,2,1,-0.336,-4.8,37,9,14,9,9.0,3,4,40,0.378,0.425,0.622,1.047,,,0.335,0.35,0.525,-0.189,4.8,27,9,9.0,1,,,,,,,,43,,,0.165,-1.3
CHN/CHN196205300,"Wednesday, May 30, 1962",,Wrigley Field,17842,4:30,Day,Away,Houston Colt .45s,HOU,Chicago Cubs,CHC,47,8,8,8,4.5,14,13,63,0.17,0.381,0.362,0.743,,,-0.149,1.67,1.934,-2.083,0.7,42,21,14.0,0,,,,,,,,43,4,1,0.646,1.3,49,6,11,6,1.29,6,7,56,0.224,0.304,0.286,0.589,,,-0.649,1.89,1.182,-1.83,-1.3,42,21,14.0,2,,,,,,,,38,3,1,0.147,-0.7
CHN/CHN196205310,"Thursday, May 31, 1962",,Wrigley Field,3722,2:52,Day,Away,Houston Colt .45s,HOU,Chicago Cubs,CHC,32,10,10,10,10.0,8,7,44,0.312,0.452,0.625,1.077,,,0.887,0.99,1.774,-0.889,5.3,27,16,9.0,3,,,,,,,,38,1,0,-0.386,-1.3,31,6,7,6,6.0,3,3,37,0.226,0.351,0.548,0.9,,,0.384,1.87,0.992,-0.607,1.3,27,14,9.0,2,,,,,,,,37,5,3,-0.885,-5.3
PIT/PIT196206010,"Friday, June 1, 1962",,Forbes Field,14961,2:37,Night,Home,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,37,4,12,4,4.0,3,6,40,0.324,0.375,0.351,0.726,,,-0.131,0.65,0.647,-0.778,-0.6,24,6,8.0,1,,,,,,,,28,5,4,-0.368,-3.9,34,8,13,7,9.0,3,4,39,0.382,0.41,0.559,0.969,,,0.369,1.03,0.644,-0.273,3.9,27,10,9.0,0,,,,,,,,35,5,0,0.131,0.6
PIT/PIT196206020,"Saturday, June 2, 1962",,Forbes Field,11703,2:07,Day,Home,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,39,2,10,2,2.0,0,7,39,0.256,0.256,0.359,0.615,,,-0.175,0.28,0.167,-0.342,-2.6,24,9,8.0,2,,,,,,,,27,0,0,-0.327,-4.9,36,9,12,9,5.62,2,4,39,0.333,0.368,0.639,1.007,,,0.325,0.44,0.479,-0.152,4.9,27,4,9.0,1,,,,,,,,66,,,0.174,2.6
PIT/PIT196206031,"Sunday, June 3, 1962",,Forbes Field,,3:07,Day,Away,Houston Colt .45s,HOU,Pittsburgh Pirates,PIT,42,10,17,10,9.0,3,3,45,0.405,0.444,0.571,1.016,,,0.806,1.32,1.753,-0.949,5.4,27,10,9.0,2,,,,,,,,28,2,0,-0.304,-1.4,37,6,11,5,6.0,4,6,42,0.297,0.366,0.568,0.933,,,0.304,1.34,1.344,-1.041,1.4,27,12,9.0,1,,,,,,,,27,6,4,-0.805,-5.4
PIT/PIT196206032,"Sunday, June 3, 1962",,Forbes Field,24282,2:10,Day,Away,Houston Colt .45s,HOU,Pittsburgh Pirates,PIT,39,10,14,8,7.0,3,3,45,0.359,0.395,0.436,0.831,,,0.427,0.29,0.541,-0.113,5.4,27,8,9.0,1,,,,,,,,66,,,0.073,1.6,35,3,7,3,3.0,0,5,36,0.2,0.194,0.343,0.537,,,-0.072,0.34,0.137,-0.21,-1.6,27,11,9.0,0,,,,,,,,17,2,0,-0.426,-5.4
HOU/HOU196206050,"Tuesday, June 5, 1962",,Colt Stadium,11593,2:44,Night,Home,Houston Colt .45s,HOU,Milwaukee Braves,MLN,32,1,7,1,1.0,1,10,33,0.219,0.242,0.25,0.492,,,-0.142,0.43,0.174,-0.316,-3.2,24,12,8.0,1,,,,,,,,29,5,2,-0.358,-3.3,31,7,13,6,7.88,6,4,39,0.419,0.513,0.581,1.093,,,0.36,0.47,0.551,-0.189,3.3,27,13,9.0,0,,,,,,,,78,,,0.142,3.2
HOU/HOU196206060,"Wednesday, June 6, 1962",,Colt Stadium,11569,2:41,Night,Away,Milwaukee Braves,MLN,Houston Colt .45s,HOU,32,6,8,5,5.0,4,3,39,0.25,0.351,0.344,0.695,,,0.267,1.06,0.726,-0.459,1.8,27,14,9.0,1,,,,,,,,55,,,0.234,1.2,37,3,12,3,3.0,0,4,37,0.324,0.324,0.514,0.838,,,-0.234,0.72,0.577,-0.811,-1.2,27,13,9.0,0,,,,,,,,49,0,0,-0.266,-1.8
HOU/HOU196206070,"Thursday, June 7, 1962",,Colt Stadium,14818,2:25,Night,Home,Houston Colt .45s,HOU,Milwaukee Braves,MLN,34,2,11,2,2.0,1,10,36,0.324,0.343,0.412,0.755,,,-0.165,1.98,0.687,-0.855,-2.2,26,13,8.2,1,,,,,,,,59,2,1,-0.333,0.8,33,3,9,3,3.12,1,4,34,0.273,0.294,0.364,0.658,,,0.333,1.15,1.481,-1.146,-0.8,27,9,9.0,0,,,,,,,,59,0,0,0.167,2.2
HOU/HOU196206080,"Friday, June 8, 1962",,Colt Stadium,15877,3:52,Night,Away,Los Angeles Dodgers,LAD,Houston Colt .45s,HOU,45,4,10,4,2.08,3,5,50,0.222,0.265,0.356,0.621,,,-0.195,1.91,1.267,-1.462,-2.1,39,10,13.0,0,,,,,,,,59,4,1,0.696,3.1,48,3,8,3,2.08,8,12,56,0.167,0.286,0.167,0.452,,,-0.697,1.61,1.107,-1.802,-3.1,39,12,13.0,1,,,,,,,,65,0,0,0.196,2.1
HOU/HOU196206090,"Saturday, June 9, 1962",,Colt Stadium,11908,2:47,Day,Home,Houston Colt .45s,HOU,Los Angeles Dodgers,LAD,33,1,7,1,1.0,3,4,36,0.212,0.278,0.303,0.581,,,-0.175,0.4,0.183,-0.359,-3.2,24,13,8.0,3,,,,,,,,30,2,2,-0.325,-9.3,39,13,13,13,13.5,7,5,46,0.333,0.435,0.718,1.153,,,0.324,0.47,0.575,-0.25,9.3,27,11,9.0,1,,,,,,,,70,,,0.175,3.2
HOU/HOU196206101,"Sunday, June 10, 1962",,Colt Stadium,,2:45,Day,Away,Los Angeles Dodgers,LAD,Houston Colt .45s,HOU,43,9,17,9,9.0,6,4,50,0.395,0.469,0.512,0.981,,,0.495,0.41,1.057,-0.561,4.8,27,14,9.0,1,,,,,,,,65,,,0.004,1.2,32,3,6,3,3.0,1,3,34,0.188,0.235,0.281,0.517,,,-0.004,0.83,0.286,-0.29,-1.2,27,12,9.0,0,,,,,,,,34,7,1,-0.495,-4.8
HOU/HOU196206102,"Sunday, June 10, 1962",,Colt Stadium,30027,3:03,Day,Away,Los Angeles Dodgers,LAD,Houston Colt .45s,HOU,35,9,7,7,7.0,5,6,42,0.2,0.31,0.371,0.681,,,0.285,1.3,0.581,-0.296,4.8,27,14,9.0,1,,,,,,,,38,0,0,0.216,-2.8,34,7,8,7,6.0,7,4,43,0.235,0.349,0.412,0.761,,,-0.217,0.58,0.738,-0.957,2.8,27,13,9.0,1,,,,,,,,46,2,2,-0.283,-4.8
HOU/HOU196206110,"Monday, June 11, 1962",,Colt Stadium,8920,2:10,Night,Away,New York Mets,NYM,Houston Colt .45s,HOU,31,3,6,3,3.0,4,12,36,0.194,0.286,0.29,0.576,,,0.038,1.3,0.571,-0.534,-1.2,27,20,9.0,0,,,,,,,,72,,,0.463,3.2,29,1,7,1,1.0,1,4,30,0.241,0.267,0.345,0.611,,,-0.463,0.83,0.443,-0.907,-3.2,27,8,9.0,0,,,,,,,,63,0,0,-0.037,1.2
HOU/HOU196206120,"Tuesday, June 12, 1962",,Colt Stadium,7344,2:25,Night,Home,Houston Colt .45s,HOU,New York Mets,NYM,31,2,5,1,1.0,1,9,33,0.161,0.182,0.258,0.44,,,-0.11,1.62,0.553,-0.663,-2.2,25,8,8.1,0,,,,,,,,62,0,0,-0.389,0.3,32,3,6,3,2.16,6,5,38,0.188,0.316,0.25,0.566,,,0.389,1.0,1.295,-0.903,-0.3,27,7,9.0,0,,,,,,,,79,,,0.111,2.2
HOU/HOU196206140,"Thursday, June 14, 1962",,Colt Stadium,10761,3:00,Night,Home,Houston Colt .45s,HOU,New York Mets,NYM,33,2,6,2,1.0,8,7,41,0.182,0.341,0.273,0.614,,,-0.1,0.24,0.113,-0.213,-2.2,24,10,8.0,1,,,,,,,,20,1,1,-0.4,-6.3,34,10,10,9,4.5,5,1,40,0.294,0.385,0.382,0.767,,,0.4,0.25,0.449,-0.051,6.3,27,9,9.0,1,,,,,,,,68,,,0.1,2.2
LAN/LAN196206150,"Friday, June 15, 1962",,Dodger Stadium,22709,1:56,Night,Away,Houston Colt .45s,HOU,Los Angeles Dodgers,LAD,33,2,6,2,2.0,0,6,33,0.182,0.182,0.242,0.424,,,-0.158,1.36,0.399,-0.558,-2.2,27,10,9.0,0,,,,,,,,78,,,0.659,4.2,31,0,5,0,0.0,0,1,31,0.161,0.161,0.161,0.323,,,-0.66,0.84,0.281,-0.939,-4.2,27,11,9.0,0,,,,,,,,68,0,0,0.159,2.2
LAN/LAN196206160,"Saturday, June 16, 1962",,Dodger Stadium,51530,2:19,Night,Away,Houston Colt .45s,HOU,Los Angeles Dodgers,LAD,34,4,8,4,2.0,2,5,37,0.235,0.297,0.324,0.621,,,0.058,0.86,0.617,-0.56,-0.2,27,12,9.0,0,,,,,,,,79,,,0.442,3.2,30,1,3,1,1.0,0,2,30,0.1,0.1,0.167,0.267,,,-0.443,0.83,0.134,-0.578,-3.2,27,17,9.0,0,,,,,,,,55,3,2,-0.058,0.2
LAN/LAN196206170,"Sunday, June 17, 1962",,Dodger Stadium,47397,2:42,Day,Home,Los Angeles Dodgers,LAD,Houston Colt .45s,HOU,31,2,7,2,2.0,5,5,36,0.226,0.333,0.323,0.656,,,-0.098,1.01,0.48,-0.575,-2.3,24,11,8.0,1,,,,,,,,40,2,2,-0.403,-2.2,34,6,12,6,5.62,3,5,38,0.353,0.395,0.5,0.895,,,0.402,0.8,0.967,-0.565,2.2,27,11,9.0,1,,,,,,,,51,3,0,0.097,2.2
SFN/SFN196206190,"Tuesday, June 19, 1962",,Candlestick Park,18749,3:01,Night,Away,Houston Colt .45s,HOU,San Francisco Giants,SFG,37,6,13,6,6.0,3,9,43,0.351,0.39,0.541,0.931,,,0.337,1.68,0.802,-0.465,1.5,27,11,9.0,0,,,,,,,,45,4,0,0.165,0.5,34,4,9,4,4.0,7,7,42,0.265,0.39,0.324,0.714,,,-0.164,0.68,0.961,-1.126,-0.5,27,8,9.0,1,,,,,,,,32,2,0,-0.336,-1.5
SFN/SFN196206200,"Wednesday, June 20, 1962",,Candlestick Park,10430,2:46,Day,Away,Houston Colt .45s,HOU,San Francisco Giants,SFG,34,9,8,8,8.0,9,4,45,0.235,0.395,0.5,0.895,,,0.655,1.08,1.157,-0.501,4.5,27,15,9.0,1,,,,,,,,38,2,0,-0.153,-0.5,33,5,9,5,5.0,5,6,41,0.273,0.385,0.364,0.748,,,0.151,1.08,0.796,-0.645,0.5,27,12,9.0,2,,,,,,,,41,0,0,-0.653,-4.5
NYN/NYN196206221,"Friday, June 22, 1962",6:00 p.m. Local,Polo Grounds V,,2:14,Night,Home,New York Mets,NYM,Houston Colt .45s,HOU,28,0,1,0,0.0,2,9,30,0.036,0.1,0.036,0.136,,,-0.592,0.71,0.119,-0.712,-4.6,24,7,8.0,1,,,,,,,,72,,,0.092,2.1,26,2,3,2,2.25,2,6,29,0.115,0.179,0.231,0.409,,,-0.092,1.04,0.304,-0.396,-2.1,27,11,9.0,0,,,,,,,,92,,,0.592,4.6
NYN/NYN196206222,"Friday, June 22, 1962",8:45 p.m. Local,Polo Grounds V,11484,2:54,Night,Away,Houston Colt .45s,HOU,New York Mets,NYM,42,16,17,14,13.0,3,1,48,0.405,0.447,0.786,1.233,,,0.293,0.38,0.574,-0.283,11.4,27,10,9.0,0,,,,,,,,64,,,0.207,1.6,32,3,7,3,3.0,4,7,37,0.219,0.297,0.25,0.547,,,-0.206,0.39,0.095,-0.301,-1.6,27,14,9.0,4,,,,,,,,16,1,1,-0.293,-11.4
NYN/NYN196206230,"Saturday, June 23, 1962",2:00 p.m. Local,Polo Grounds V,6425,2:28,Day,Home,New York Mets,NYM,Houston Colt .45s,HOU,34,2,8,2,2.0,3,0,38,0.235,0.316,0.412,0.728,,,-0.074,0.32,0.256,-0.329,-2.6,24,14,8.0,3,,,,,,,,15,1,1,-0.426,-8.9,37,13,16,13,14.62,4,3,42,0.432,0.476,0.811,1.287,,,0.427,0.4,0.593,-0.166,8.9,27,11,9.0,1,,,,,,,,60,,,0.074,2.6
PHI/PHI196206250,"Monday, June 25, 1962",,Connie Mack Stadium,8087,2:25,Night,Home,Philadelphia Phillies,PHI,Houston Colt .45s,HOU,34,3,8,3,3.0,1,3,35,0.235,0.257,0.382,0.639,,,-0.29,1.6,0.536,-0.827,-1.4,25,13,8.1,0,,,,,,,,55,1,1,-0.209,-0.1,31,4,9,3,3.24,4,7,37,0.29,0.371,0.323,0.694,,,0.21,1.2,1.074,-0.865,0.1,27,13,9.0,1,,,,,,,,42,1,0,0.29,1.4
PHI/PHI196206261,"Tuesday, June 26, 1962",6:05 p.m. Local,Connie Mack Stadium,,2:07,Night,Home,Philadelphia Phillies,PHI,Houston Colt .45s,HOU,28,0,2,0,0.0,6,3,35,0.071,0.257,0.071,0.329,,,-0.54,0.59,0.322,-0.863,-4.4,24,6,8.0,0,,,,,,,,63,0,0,0.04,1.9,26,2,3,1,2.25,3,3,29,0.115,0.207,0.154,0.361,,,-0.041,1.2,0.275,-0.317,-1.9,27,17,9.0,0,,,,,,,,80,,,0.541,4.4
PHI/PHI196206262,"Tuesday, June 26, 1962",8:40 p.m. Local,Connie Mack Stadium,18707,2:22,Night,Home,Philadelphia Phillies,PHI,Houston Colt .45s,HOU,34,4,7,4,4.0,1,6,35,0.206,0.229,0.382,0.611,,,-0.264,0.52,0.114,-0.379,-0.4,24,11,8.0,0,,,,,,,,32,1,1,-0.237,-2.1,31,6,8,5,5.62,1,2,33,0.258,0.281,0.355,0.636,,,0.239,0.5,0.466,-0.228,2.1,27,4,9.0,1,,,,,,,,62,,,0.263,0.4
HOU/HOU196206290,"Friday, June 29, 1962",,Colt Stadium,7612,2:17,Night,Away,Cincinnati Reds,CIN,Houston Colt .45s,HOU,33,4,8,4,4.0,3,8,37,0.242,0.324,0.333,0.658,,,0.107,0.75,0.625,-0.519,-0.2,27,10,9.0,0,,,,,,,,86,,,0.394,4.2,30,0,4,0,0.0,0,7,30,0.133,0.133,0.167,0.3,,,-0.394,0.69,0.117,-0.51,-4.2,27,10,9.0,0,,,,,,,,45,0,0,-0.106,0.2
HOU/HOU196206300,"Saturday, June 30, 1962",,Colt Stadium,9758,2:32,Night,Home,Houston Colt .45s,HOU,Cincinnati Reds,CIN,26,3,7,3,3.86,3,4,30,0.269,0.367,0.308,0.674,,,-0.173,0.78,0.188,-0.361,-0.3,18,11,6.0,0,,,,,,,,21,3,3,-0.303,-4.2,25,7,10,7,10.5,8,4,34,0.4,0.529,0.56,1.089,,,0.303,0.61,0.624,-0.32,4.2,21,6,7.0,0,,,,,,,,52,,,0.171,0.3
HOU/HOU196207010,"Sunday, July 1, 1962",,Colt Stadium,6666,2:25,Day,Away,Cincinnati Reds,CIN,Houston Colt .45s,HOU,41,6,14,4,5.0,2,6,43,0.341,0.372,0.463,0.836,,,0.153,0.96,0.623,-0.47,1.8,27,14,9.0,0,,,,,,,,64,,,0.347,3.2,31,1,9,1,1.0,4,3,36,0.29,0.371,0.387,0.759,,,-0.349,0.65,0.302,-0.649,-3.2,27,14,9.0,1,,,,,,,,37,2,1,-0.154,-1.8
HOU/HOU196207020,"Monday, July 2, 1962",,Colt Stadium,11760,2:35,Night,Away,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,31,4,8,4,4.0,4,6,35,0.258,0.343,0.387,0.73,,,0.183,1.31,0.761,-0.579,-0.2,27,11,9.0,0,,,,,,,,63,4,0,0.319,2.2,33,2,8,2,2.0,1,7,36,0.242,0.257,0.273,0.53,,,-0.319,0.97,0.521,-0.841,-2.2,27,10,9.0,1,,,,,,,,50,2,2,-0.181,0.2
HOU/HOU196207030,"Tuesday, July 3, 1962",,Colt Stadium,10729,2:20,Night,Away,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,35,5,11,5,5.0,2,8,37,0.314,0.351,0.4,0.751,,,0.224,0.94,0.935,-0.71,0.8,27,10,9.0,2,,,,,,,,64,2,0,0.277,2.2,32,2,5,2,2.0,0,5,32,0.156,0.156,0.375,0.531,,,-0.279,1.29,0.415,-0.695,-2.2,27,13,9.0,0,,,,,,,,40,1,0,-0.223,-0.8
HOU/HOU196207041,"Wednesday, July 4, 1962",,Colt Stadium,,2:26,Night,Away,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,35,7,11,6,6.0,3,4,40,0.314,0.359,0.429,0.788,,,0.335,0.45,0.543,-0.208,2.8,27,14,9.0,0,,,,,,,,70,,,0.166,4.2,34,0,8,0,0.0,2,1,36,0.235,0.278,0.265,0.542,,,-0.167,0.41,0.182,-0.349,-4.2,27,12,9.0,0,,,,,,,,26,1,1,-0.334,-2.8
HOU/HOU196207042,"Wednesday, July 4, 1962",,Colt Stadium,20005,2:15,Night,Away,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,36,4,11,3,3.0,2,7,39,0.306,0.333,0.333,0.667,,,0.13,1.24,0.629,-0.5,-0.2,27,13,9.0,0,,,,,,,,66,2,0,0.37,1.2,33,3,7,2,2.0,2,8,35,0.212,0.257,0.242,0.5,,,-0.37,0.73,0.509,-0.88,-1.2,27,7,9.0,0,,,,,,,,42,1,0,-0.13,0.2
CIN/CIN196207060,"Friday, July 6, 1962",,Crosley Field,15871,2:09,Night,Away,Houston Colt .45s,HOU,Cincinnati Reds,CIN,31,2,7,2,1.0,2,11,34,0.226,0.265,0.226,0.491,,,-0.14,1.77,0.314,-0.454,-2.7,27,13,9.0,0,,,,,,,,79,,,0.639,4.7,36,0,8,0,0.0,0,8,36,0.222,0.222,0.25,0.472,,,-0.639,0.65,0.682,-1.323,-4.7,27,9,9.0,0,,,,,,,,68,0,0,0.139,2.7
CIN/CIN196207070,"Saturday, July 7, 1962",,Crosley Field,6936,2:36,Day,Home,Cincinnati Reds,CIN,Houston Colt .45s,HOU,33,1,6,1,1.0,3,7,36,0.182,0.25,0.182,0.432,,,-0.162,0.38,0.064,-0.225,-3.7,24,8,8.0,2,,,,,,,,34,4,2,-0.34,-5.8,38,10,15,9,10.12,6,4,45,0.395,0.467,0.658,1.125,,,0.34,0.28,0.547,-0.209,5.8,27,5,9.0,0,,,,,,,,75,,,0.16,3.7
CIN/CIN196207081,"Sunday, July 8, 1962",,Crosley Field,,3:01,Day,Home,Cincinnati Reds,CIN,Houston Colt .45s,HOU,38,8,11,8,8.0,3,8,41,0.289,0.341,0.579,0.92,,,0.352,0.82,0.933,-0.58,3.3,24,9,8.0,3,,,,,,,,18,0,0,-0.852,-7.8,36,12,13,10,11.25,5,6,41,0.361,0.439,0.667,1.106,,,0.853,0.89,1.256,-0.402,7.8,27,8,9.0,3,,,,,,,,37,1,1,-0.352,-3.3
CIN/CIN196207082,"Sunday, July 8, 1962",,Crosley Field,18332,5:06,Day,Home,Cincinnati Reds,CIN,Houston Colt .45s,HOU,54,11,17,11,7.62,7,8,63,0.315,0.387,0.574,0.961,,,0.547,1.87,2.2,-1.654,4.2,37,17,12.1,3,,,,,,,,23,4,4,-1.047,-6.8,58,12,22,12,8.76,4,7,62,0.379,0.419,0.603,1.023,,,1.047,1.8,2.815,-1.77,6.8,39,12,13.0,4,,,,,,,,29,9,1,-0.547,-4.2
PHI/PHI196207110,"Wednesday, July 11, 1962",8:05 p.m. Local,Connie Mack Stadium,3441,1:55,Night,Home,Philadelphia Phillies,PHI,Houston Colt .45s,HOU,32,1,5,1,1.0,2,3,34,0.156,0.206,0.219,0.425,,,-0.229,0.34,0.148,-0.378,-3.4,24,15,8.0,2,,,,,,,,40,0,0,-0.272,-2.1,30,6,6,6,6.75,1,4,32,0.2,0.226,0.5,0.726,,,0.271,0.54,0.428,-0.155,2.1,27,8,9.0,0,,,,,,,,74,,,0.227,3.4
PIT/PIT196207120,"Thursday, July 12, 1962",,Forbes Field,14784,2:10,Day,Home,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,33,4,9,2,1.0,1,5,35,0.273,0.286,0.303,0.589,,,-0.217,0.51,0.333,-0.55,-0.6,24,9,8.0,3,,,,,,,,29,0,0,-0.285,-1.9,31,6,9,6,6.75,5,1,37,0.29,0.389,0.677,1.066,,,0.285,0.84,0.588,-0.304,1.9,27,13,9.0,0,,,,,,,,63,,,0.216,0.6
PIT/PIT196207130,"Friday, July 13, 1962",,Forbes Field,15376,2:04,Night,Home,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,31,0,8,0,0.0,0,4,31,0.258,0.258,0.258,0.516,,,-0.397,0.51,0.353,-0.749,-4.6,24,12,8.0,0,,,,,,,,51,1,0,-0.102,0.1,34,4,11,3,4.5,1,3,36,0.324,0.343,0.471,0.813,,,0.103,0.96,0.403,-0.302,-0.1,27,14,9.0,0,,,,,,,,75,,,0.397,4.6
PIT/PIT196207140,"Saturday, July 14, 1962",,Forbes Field,7343,2:00,Night,Home,Pittsburgh Pirates,PIT,Houston Colt .45s,HOU,34,2,8,2,2.0,0,6,34,0.235,0.235,0.353,0.588,,,-0.349,0.86,0.54,-0.889,-2.6,24,9,8.0,1,,,,,,,,28,1,0,-0.149,0.1,34,4,11,4,4.5,0,4,35,0.324,0.343,0.529,0.872,,,0.15,1.21,0.624,-0.475,-0.1,27,10,9.0,1,,,,,,,,69,,,0.351,2.6
HOU/HOU196207151,"Sunday, July 15, 1962",,Colt Stadium,,2:05,Day,Home,Houston Colt .45s,HOU,Chicago Cubs,CHC,35,4,6,4,2.0,1,7,37,0.171,0.189,0.229,0.418,,,-0.128,0.97,0.658,-0.783,-0.2,24,7,8.0,3,,,,,,,,55,,,-0.374,-1.3,30,5,6,5,5.62,2,7,32,0.2,0.25,0.567,0.817,,,0.372,1.21,0.953,-0.58,1.3,27,11,9.0,0,,,,,,,,57,0,0,0.127,0.2
HOU/HOU196207152,"Sunday, July 15, 1962",,Colt Stadium,6907,2:39,Day,Away,Chicago Cubs,CHC,Houston Colt .45s,HOU,35,4,10,3,2.0,3,3,39,0.286,0.342,0.343,0.685,,,0.067,1.32,0.577,-0.509,-0.2,27,12,9.0,0,,,,,,,,75,,,0.433,3.2,31,1,5,0,0.0,2,2,35,0.161,0.235,0.194,0.429,,,-0.433,0.72,0.493,-0.926,-3.2,27,11,9.0,0,,,,,,,,38,5,0,-0.067,0.2
HOU/HOU196207171,"Tuesday, July 17, 1962",,Colt Stadium,,2:07,Night,Away,Philadelphia Phillies,PHI,Houston Colt .45s,HOU,32,3,8,3,2.0,2,7,35,0.25,0.286,0.438,0.723,,,-0.066,1.14,0.446,-0.514,-1.2,27,10,9.0,0,,,,,,,,71,1,0,0.565,4.2,29,0,5,0,0.0,1,5,30,0.172,0.2,0.241,0.441,,,-0.564,0.69,0.368,-0.933,-4.2,27,16,9.0,1,,,,,,,,56,0,0,0.064,1.2
HOU/HOU196207172,"Tuesday, July 17, 1962",,Colt Stadium,8115,2:36,Night,Away,Philadelphia Phillies,PHI,Houston Colt .45s,HOU,40,8,13,8,7.0,0,12,40,0.325,0.325,0.475,0.8,,,0.28,0.88,0.746,-0.463,3.8,27,9,9.0,1,,,,,,,,54,1,0,0.219,2.2,33,2,6,2,2.0,1,11,34,0.182,0.206,0.333,0.539,,,-0.218,0.73,0.447,-0.664,-2.2,27,11,9.0,1,,,,,,,,39,1,1,-0.281,-3.8
HOU/HOU196207180,"Wednesday, July 18, 1962",,Colt Stadium,5140,2:39,Night,Away,Philadelphia Phillies,PHI,Houston Colt .45s,HOU,34,6,8,4,4.0,5,8,40,0.235,0.35,0.294,0.644,,,0.343,0.58,0.595,-0.252,1.8,27,8,9.0,0,,,,,,,,66,,,0.156,2.2,33,2,6,2,2.0,5,4,38,0.182,0.289,0.242,0.532,,,-0.156,0.54,0.259,-0.416,-2.2,27,14,9.0,0,,,,,,,,29,2,2,-0.343,-1.8
